rally_id,start_frame,end_frame,duration_seconds,event_count,possible_hit_count,possible_bounce_count,dominant_depth,dominant_lateral_lane,dominant_zone,confidence_like_score,notes
rally_001,120,180,1.0,5,3,0,mid,center,near_mid_left,0.79,Prototype tactical summary from validated timeline and approximate zones.
